CompanyName,Category,Country,Description,Website,LogoURL
Tilt Energy,startup,France,"Tilt is an ambitious French energy startup founded in 2023. We have built a demand-side flexibility management platform dedicated to buildings and other distributed assets, designed to accelerate the energy transition.",https://tilt-energy.com/,
Tilt Energy ,startup,France,"Tilt is an ambitious French energy startup founded in 2023. We have built a demand-side flexibility management platform dedicated to buildings and other distributed assets, designed to accelerate the energy transition.",https://tilt-energy.com/,
TIMi,startup,,"Plateforme d’analytique avancée : 

→ Traiter des volumes de données illimités sur une infrastructure minimale.
→ Outils no-code.
→ Souveraineté totale de vos données.
→ Conformité AI act et RGPD.

Exploitez toute la valeur de vos données sans compromis.",https://form.timi.eu/pourquoi-TIMi/,
Tinental,startup,,"Up to 60% energy savings, Tinental has developed an AI optimization system that transforms industrial pump operations. IoT-driven - No sensors required - Plug & play with old and new machines alike, requiring zero modifications to the production line. ",https://www.tinental.com,
TIR,startup,,We are a Digital Services Company (DSC) specialized in supporting businesses through innovative technological solutions. Tel : (225) 07-00-12-00-60,https://tir-ci.com,
TissueLabs,startup,,"TissueLabs is a biotechnology company at the forefront of tissue engineering. Our mission began with an ambitious and transformative vision: to develop the world’s first transplantable bioartificial heart.
",https://www.tissuelabs.com,
Tistto,startup,,"Tistto is an AI-powered platform that monitors online mentions in real-time, identifying fake news and fraudulent content related to companies before they goes viral and cause brand and financial damage for our clients.",https://www.tistto.com,
"TMEV NET Co., Ltd.",startup,,"TMEVnet is focused on developing next generation cooling systems for MCS of electric trucks, UAM, ships, and other large scale electric mobility platforms. This enable charging from 100kW to 1250kW for megawatt-level power transfer.",https://www.tmevnet.com,
TOIT DE PARIS,startup,,"Toit de Paris développe sa filière réemploi de matériaux de couverture (ardoise, tuiles, zinc et cuivre) pour décarboner le bâtiment et propose de la réutilisation avec une signalétique bas-carbone et patrimoine.",https://www.toitdeparis.com/,
TokWise,startup,,"TokWise is an AI-driven SaaS platform enabling energy producers, suppliers, and traders to optimise renewable energy portfolios through advanced forecasting, trading automation, and real-time decision intelligence. ",https://www.tokwise.com/,
Tokyo Metropolitan Government,partner,,"【SusHi Tech Tokyo】It creates ""sustainable new values"" by overcoming common global urban issues, such as population growth, energy and environmental concerns, aging infrastructure, and the preservation of traditional culture with the utilization of Tokyo's cutting-edge technology, diverse ideas, and digital know-how. 
Various stakeholders, including leading startups from Asia and around the world, investors, large corporations, countries/cities, and student entrepreneurs, will gather in Tokyo to foster business open innovation with huge social and economic impact.
【Tokyo Innovation Base】It aims to be a global node of innovation. It is a place where diverse individuals connect and support innovators who will advance society with their groundbreaking ideas and technologies. Tokyo Innovation Base aspires to be the world's most startup-friendly location, initiating a new wave of innovation.",https://www.english.metro.tokyo.lg.jp/,
Tolk.ai,startup,France,"Tolk.ai développe Genii, une IA agentique qui automatise la relation client en apportant des réponses fiables et vérifiées. Elle accompagne les clients en avant-vente par des recommandations ciblées et en après-vente par une autonomie renforcée.",https://www.tolk.ai,
Tomorro,startup,France,"Tomorro is transforming contract management with an AI-powered, collaborative platform. It helps companies manage contracts up to 3x faster by streamlining processes and improving collaboration between legal and business teams.",https://tomorro.com,
Tonomia,startup,,"At the intersection of renewable energy, electric mobility, AI infrastructure, and real estate, Tonomia develops patented solar modules that transform underused parking lots into clean energy hubs for electric vehicles and high-performance computing. ",https://tonomia.com,
Toonimotion Corp.,startup,,"Toonimotion turns popular webtoons into engaging short-form animations for global platforms like Netflix, YouTube, and DramaBoX and Rakuten Viki.
Using AI and digital cutout technology, we reduce production time by 80% compared to traditional animation.
",https://www.toonimotion.net,
TOTALENERGIES,partner,,"TotalEnergies is a multi-energy company that produces and markets fuels, natural gas and electricity.

Come and meet on our stand the start-ups already supported by the program and discover their solutions that will help accelerate the achievement of our electric ambition.",https://totalenergies.com/fr,
TOURISTTA BANGLADESH,startup,,"Touristta Bangladesh is a sustainable travel tech company offering unique ecotourism experiences and now expanding into Europe with visa, migration, and relocation services - empowering Bangladeshis to travel, study, and work abroad confidently.",https://www.touristta.com.bd,
TOWT,startup,,"Since 2011, TOWT has been decarbonizing shipping with its modern cargo sailboats, offering a concrete alternative to polluting freight. By combining innovation and maritime know-how, we are proving that emission-free shipping is possible today.",https://www.towt.eu/,
TPT973,startup,,"TPT973 connects all transport modes in French Guiana: taxi, boat, plane, helicopter and helps local professionals move from informal work to legal income. A platform to move... and work differently.",https://www.tpt973.com,
Trade and Invest British Columbia,partner,,"Trade and Invest BC works with international enterprises to help them build strong connections to the resources, skills and businesses that make British Columbia (B.C.) the natural place to work, live and invest.

We are here to match sellers with buyers, investors with opportunities, and companies with talented employees, whether they’re selling products or services to the people of B.C. or working with our local communities to export products worldwide.

Our experienced team of trade and investment professionals have access to a global network of representatives in China, Japan, Korea, Southeast Asia, Taiwan, India, Europe, Mexico and the United States.",https://www.britishcolumbia.ca/,
Transkriptorium AI,startup,,"TranSkriptorium is a technology-driven spin-off of the Universitat Politècnica de València, founded by experts in artificial intelligence and document analysis from the PRHLT research center (Pattern Recognition and Human Language Technologies).
",http://transkriptorium.com,
Travel in your Pocket,startup,,"With AI & Crypto tech, Digital travel concierge for private travel with easy and no stress input.
We give clients selected choices. So clients don't need to waste time to have decisions  among indiscriminate options",Http://www.travelinyourpocket.com,
TravelTech Hub by Eventiz,partner,,"The TravelTech ecosystem is coming together at Viva Technology.

As a key pillar of the European economy, the tourism industry is uniting in a shared space to showcase innovations that will shape the next 10 years.
Initiated by François Bitouzet, Managing Director of VivaTech, and Frédéric Vanhoutte, President of Eventiz, this Hub will highlight innovative players in the tourism sector.

They are on the TravelTech Hub :
- ACCOR
- CLUB MED
- GROUPE ADP
- NAVAN
- TRAVELSOFT
- AXA Partners
- EVANEOS
- FLOA
- TUI
- WORLDPAY 
",https://www.eventiz.biz/evenements/le-traveltech-hub-a-vivatech,
TreaTech,startup,,"TreaTech’s technology converts a wide range of liquid waste streams into methane-rich renewable gas, clean water, and reusable minerals through a patented catalytic hydrothermal gasification process contributing to the circular economy. ",https://trea-tech.com/ ,
Treesition,startup,,"Treesition turns investment into impact. By funding tree planting with farmers across Europe, we create sustainable agroforestry projects that restore soil, capture carbon, and generate returns. 
",https://treesition.com/,
Treetronics,startup,,"Treetronics developed a software capable of restoring optimization to trees through pruning, making them less likely to fall. This digital analysis of tree structures is offered as a service by the company.",https://treetronics.com.br/,
Trenderz,startup,,"Trenderz is an AI-driven creator marketing platform that helps African brands launch high-performing campaigns with local creators. We turn user-generated content into optimized social ads, making digital growth simple, scalable, and impactful.",https://www.trenderz.io,
Tricerasport,startup,,"Tricerasport turns passive fans into engaged and active spect'actors. It democratizes interactive, inclusive and disruptive sport matches (like the Kings League in soccer), offering sports clubs and events agency a ready-to-deploy solution.",https://tricerasport.com,
Troov,startup,,"Since 2018, Troov has been designing digital solutions tailored to the needs of public services and venues open to the public. Our mission: to enhance organizational efficiency and user satisfaction. ",https://troov.com,
trophi.ai,startup,,"trophi.ai is a Candian startup using AI to deliver real-time, voice-guided coaching for gamers and sim racers. With 1.5M+ sessions coached, we are expanding from titles like iRacing, F1 23/24 to games like Rocket League and beyond.",https://www.trophi.ai/,
TROPICALTHEQUE,startup,,"Empowering cosmetics with ethical tropical ingredients through science, traceability, and biodiversity-driven innovation.	",https://tropicaltheque.com,
TrueScreen s.r.l.,startup,,"TrueScreen is the leading cybersecurity company in the acquisition, signing, and management of data with legal and probative value. TrueScreen's mission is to restore trust in digital information.",https://www.truescreen.io,
Trust-Place,startup,,,https://www.trust-place.com,
Trustable,startup,France,"Trustable is a cybersecurity platform that helps companies continuously assess and monitor the security posture of third parties—combining AI, business-criticality, and technical checks for smarter, scalable cyber risk management.",https://www.trustable.fr,
Trusting Pixels Inc.,startup,,Our proprietary AI detects if a person in an image/video has been retouched. This helps brands and agencies identify authentic influencers and helps brands comply with retouch disclosure laws in France and Norway. ,https://www.trustingpixels.com/,
TURCORN-REPUBLIC OF TÜRKİYE MINISTRY OF INDUSTRY AND TECHNOLOGY,partner,,"TURCORN-REPUBLIC OF TÜRKİYE MINISTRY OF INDUSTRY AND TECHNOLOGY

We define startups operating in Türkiye with a valuation of 1 Billion Dollars as Turcorn. We aim to count new Turcorns to the Turkish startup ecosystem with the Turcorn 100 Program, in which we support technology startups that have successfully passed the early stage and have high growth potential, in order to scale faster and open to global markets.

Turcorns featured at our stand:

ArkSigner, 
Bottobo,
Colendi, 
Fazla, 
Fizix, 
ICT Cloud, 
Macellan, 
Massive Bio, 
Navlungo, 
SAHA Robotics,
Teamsec, 
Techsign, 
Yongatek

📍Visit us at Hall 2, R13 to meet our Turcorns and learn more.

🔗 More: https://www.turcorn.gov.tr/en/
",https://www.turcorn.gov.tr/en/,
Turing Space,startup,,"Turing Space, founded in 2020 by CEO Yao-Chieh Hu, is a market pioneer in digital identity. Anchored in TrustTech and powered by Decentralized Identity (DID) and Verifiable Credentials, we tackle the global challenges of certification and verification.",https://turingcerts.com,
Turquie - Invest Turkey,partner,,$35, https://www.invest.gov.tr,
Tut Tut,startup,,"Tut Tut is the first peer-to-peer delivery platform turning everyday car trips into eco-friendly deliveries : for individuals and retailers. A smart, local, and low-impact alternative to traditional last-mile logistics ! Available across France.",https://www.tut-tut.com,
Tuvalu 3D Atoll Model,startup,,The Tuvalu 3D Atoll Model is designed using high-resolution topographic data to help visualise the impacts of sea level rise and climate change. The model supports decision-making for sustainable development and resilience planning. ,https://www.spc.int/,
twiggy,startup,,"Twiggy is a fashion startup blending technology, behavior, and AI to transform online shopping into a smart, personalized, and desirable experience.",twiggy.ai,
Twini,startup,France,"Twini is the all-in-one solution for local, circular, and sustainable waste management.   For each type of waste, we select the most responsible and cost-effective partners to reduce costs, carbon footprint, and administrative burden.",https://www.linkedin.com/company/twinipangaea,
Twinlink,startup,,"TwinLink leverages advanced generative AI to create hyper-realistic conversational avatars capable of culturally nuanced emotional interactions, enhancing digital engagement and inclusivity across diverse African communities and beyond.",https://twinlink.ai,
Twintag,startup,,Every asset needs its digital twin! ,https://www.twintag.com,
"Two-Shoulder AI CO., LTD",startup,,"T.S. AI aims to open new horizons for green and smart livestock farming in Taiwan. Beyond mutual growth, we are committed to bridging the current gap between ""technology"" and ""agriculture,"" striving to become ""the most agriculture-savvy AI company.""",https://www.twoshoulder.com/,
TwoWay,startup,France,"TwoWay builds next-gen software for institutional traders and helps them stay ahead of the market, cut operational risk, and save time.
We collaborate closely with top-tier EU and US financial institutions to solve real, complex problems that matter.",https://twoway.finance/,
TYLIMMO.COM,startup,,TYLIMMO is a marketplace that digitalizes and secures access to housing and homeownership in Africa. Our innovative model - turn your rent into ownership.,https://www.tylimmo.com,
TYM,startup,,"TYM is an AI-powered SaaS platform that helps organizations boost employee engagement, well-being, and company culture through diagnostics, feedback, peer recognition, and actionable HR insights aligned with ESG and QVT strategies. ",https://www.trainyourmind.tn,
UAE - G42,partner,,"Core42, a G42 company, empowers individuals, enterprises, and nations to unlock the full potential of AI through its comprehensive enablement capabilities. As a leading provider of sovereign cloud, AI infrastructure, and Cloud & AI Managed Services, our mission is to accelerate the achievements of others and help them reach their most ambitious AI transformation goals.",https://core42.ai/,
Ublo,startup,France,"Ublo is a SaaS platform transforming property management by automating tasks, ensuring compliance, and enhancing tenant experience. With centralized data and smart integrations, we provide a scalable, and cost-effective solution for real estate pros.",https://www.ublo.immo/,
Ucaneo,startup,Germany,At Ucaneo we develop a pioneering Direct Air Capture technology. Ucaneo's state-of-the-art electrochemical technology mimics human lungs and how CO2 is managed in the human body. ,https://www.ucaneo.com,
UCL SWIFT,startup,,"Founded in 1982, UCL Swift began fiber termination products in 1999. It now offers full solutions including cleavers, splicers, FSOC connectors, tools, and accessories. Its new FX Solution, with hardened terminals and connectors, suits FTTH applications.",https://www.uclswift.com/,
ucontrolAi,startup,France,"uControl.ai specializes in AI-powered automation through workflows, agents, and custom AI app development. It is a secure AI agent platform designed especially for legal, financial, and accounting teams, leveraging generative AI with contextual data (RAG)",https://www.ucontrol.ai,
Udaress,startup,France,"AI for education. 

Udaress is the most accessible AI tutor, that aligns with objectives of the teacher. It helps teachers save time and makes learning more engaging, while giving teachers full control.",www.udaress.com,
UHIFADHI,startup,,"Uhifadhi provides certified and traceable African textiles, sourced and enhanced with cultural narratives and blockchain technology, to help the luxury industry meet its CSR goals and address the increasing demand for transparency and social impact.
",https://uhifadhi.com/,
UHP Software GmbH,startup,,"UHP is building software solutions for Europe's industry leaders. With over a decade of experience, we empower companies with digital innovation and deliver custom software products, delivering digital impact.",https://uhp.digital,
Ukraine - Ambassade d'Ukraine,partner,UK,"The National Stand of Ukraine showcases its dynamic and resilient tech ecosystem, bringing together 16 startups across diverse sectors—from cybersecurity and AI to Health Tech and Fintech. This collective presence highlights Ukraine’s position as a hub of innovation, creativity, and technological excellence, even in times of challenge.
The stand features key representatives from the Ministry of Digital Transformation of Ukraine, who will present the country’s vision for digital development and share insights into transformative national projects like Diia. Visitors will have the opportunity to explore Ukraine’s startup scene, discover partnership opportunities, and learn how the government is driving one of the most ambitious digital transformations in the world.
The Ukrainian stand is more than an exhibition—it's a statement of tech strength and the power of international collaboration.",https://france.mfa.gov.ua/fr,
ulalaLAB Inc.,startup,,"#manufacturing, #energy, #digital
ulalaLAB is professionally experienced IT company knowing production site achieved from 14 years of collaboration with global companies such as LG, OTIS, etc. to provide properly  efficient solutions.",https://www.ulalalab.com,
ULiT,startup,,,www.usersloveit.com,
ULKASEMI,startup,,"ULKASEMI is a globally recognized leader in semiconductor design services, supporting innovative, high-tech semiconductor and system companies. We empower our world-class clients in developing their next-generation semiconductor products with excellence.",www.ulkasemi.com,
Ulla Technology,startup,UK,"The secure AI Assistant for meetings, documents, and compliance.

Ulla helps legal and business teams automate meeting notes, document processing, and stay compliant, without compromising data privacy.",ulla.bot,
UMAN.AI,startup,,"Prep like a machine, sell like a human. 

uman researches your prospects, spots new opportunities, generates tailored sales content, captures meeting notes, updates your CRM and more
",www.uman.ai,
UMAY,startup,France,"UMAY is a civic tech company improving safety in public spaces through community-based solutions. We work with cities and transport networks to provide Safe Places, anonymous reporting tools, training, and data analysis to prevent harassment and violence.",https://umay.fr/en/home/,
UncovAI,startup,,"UncovAI introduces an innovative platform for detecting Generative AI Content, offering a blend of efficiency and sustainability. ",https://uncovai.com/,
UNDA,startup,,"The UNDA compagny main objective is to produce renewable and carbon-free energy.To achieve this, the UNDA project is developing an autonomous and unmanned vessels capable of collecting and transporting wave energy  and redistributing it on land or at sea.",https://undaenergie.fr,
Understand Tech,startup,,"Create AI assistants from any data in minutes. No prep, no code. Securely share them across teams and clients. Chat with your models and top LLMs like GPT-4.1 on one trusted platform. Built for security, privacy, and full control.",https://understand.tech,
UNESCO,partner,,"Creating knowledge and understanding through science equips us to find solutions to today’s acute economic, social and environmental challenges and to achieving sustainable development and greener societies. As no one country can achieve sustainable development alone, international scientific cooperation contributes, not only to scientific knowledge but also to building peace.",https://www.unesco.org/fr/natural-sciences,
Unique,startup,,"Unique, a venture-backed B2B SaaS startup, delivers advanced AI solutions for financial services. Its customizable platform streamlines operations, enhances decisions, and boosts efficiency with ethical generative AI.",https://www.unique.ai,
"UNITED SILK Co.,Ltd.",startup,Japan,"United Silk is a total solution company expanding silk beyond textiles into cosmetics, food, medical, and biopolymer fields, transforming this heritage material into future tech for a sustainable and carbon-neutral society.",https://united-silk.co.jp/en,
Unitee,startup,,"Unitee is a French industrial startup that designs and manufactures reversible prefabricated buildings, delivered in 2D or 3D, engineered to be assembled, disassembled, and reused. Drawing on an industrial approach inspired by the automotive sector.",https://www.unit-ee.com,
Unitree Robotics,startup,,"Unitree Robotics is a world-renowned civilian robotics company, which is focusing on the R&D, production, and sales of consumer and industry-class high-performance general-purpose legged and humanoid robots, six-axis manipulators, and so on.",https://www.unitree.com/en,
Universal Plastic,startup,,"We are the science-tech movement driving the blue economy and ocean resilience through digital solutions that measure and reduce plastic in the sea, enhancing responsible, fair, and smart productivity for companies, institutions, and governments.",https://universalplastic.io/,
Université Paris Saclay,partner,,"Université Paris-Saclay is ranked as France's top university and in the World Top 20. Located at the heart of one of Europe's largest research & innovation hubs, Université Paris-Saclay is committed to meeting the challenges of today and tomorrow.",https://www.universite-paris-saclay.fr/,
UNIVERSITE PAU ET PAYS DE L'ADOUR,startup,,"Université de Pau et des Pays de l'Adour
Recherche : Laboratoire d'Informatique (LUPPA)
Enseignement : IUT Réseaux & Télécoms",https://www.univ-pau.fr,
University of Sao Paulo,partner,,"Founded in 1934, the University of São Paulo (USP) is a driving force in both technological advancement and academic excellence. Since 2003, USP has been ranked among the top 200 universities in the world in the main higher education rankings.
At the undergraduate level, there are 332 programs offered in all areas of knowledge, with nearly 60,000 students in its 43 schools and institutes. In graduate studies, its 264 programs involve more than 30,000 students.
USP's relevance in research is reflected in its scientific output, which accounts for 20% of all scientific production in Brazil.
In terms of innovation, in 2024 alone, 164 startups emerged from USP, alongside the formation of 43 spin-off companies. More than 3,000 businesses have been created by former students, reflecting the entrepreneurial mindset and cutting-edge spirit embedded in USP’s DNA.
",https://www.usp.br/,
Unplug,startup,,We specialize in accessibility-first web audits. Others rely on automation. We stand out by testing with real users. Digital spaces that work for all.,https://unplug.studio/,
UP&CHARGE,startup,,UP&CHARGE offers an innovative wireless induction charging solution for electric vehicles.,https://www.upandcharge.com,
UPPLY,startup,,"Upply is a multi-solution platform for all logistics professionals, combining AI, data, and industry expertise to enable smarter decisions, reduce CO2, and build more efficient, connected, and resilient supply chains.",https://www.upply.com,
Urban Linker,startup,France,"Urban Linker is an innovative recruitment agency specializing in digital and tech roles. Operating across France and Europe, we offer a tailored, human-centered, and expert approach across various domains including Tech, Product, Marketing, Sales, C-level.",https://urbanlinker.com/fr,
URBANLOOP,startup,,"Urbanloop is a French company developing autonomous and emission-free public transport system, easy to install and operate. Urbanloop is an innovative project, certified and already implemented in France.",https://www.urbanloop.fr,
URBANTHINK PLATFORM,startup,,"UrbanThink is a French climate tech startup that provides public and private stakeholders with data-driven tools to plan, simulate, and track their environmental and energy transitions at the territorial and asset levels.",https://urbanthink.eu,
URBASENSE,startup,,"Depuis 2015, Urbasense contribue à mieux vivre en ville, en l’aidant à accueillir le végétal pour faire face aux enjeux de qualité de l’air, d’îlots de chaleur et de gestion de la ressource en eau.",Urbasense.fr,
USERLYNX,startup,,"UserlynX est la plateforme 100% française de tests UX. Un panel de testeurs, une plateforme de tester vos interfaces en toute autonomie ou avec l'aide de nos experts. Testez vos maquettes, votre sie, votre appli, vos emails... Tout se test avec UserlynX.",https://www.userlynx.com/,
UserShaker,startup,,"Solutions for user experience creation : Describe - Visualize - Test - Specify, your future product experience !",https://usershaker.com,
"Uzabase USA, Inc.",startup,Japan,"Speeda Edge is a market intelligence platform that enables organizations to make quick, confident decisions about emerging industries and technology. 
",https://sp-edge.com/,
V-Art,startup,USA,Intellectual property  monetization for digital content and AI.,https://v-art.digital,
V-biotech,startup,,"V.BIOTECH upcycles organic byproducts into active molecules and innovative materials, both through disruptive processes. The industrial model is based on green chemistry and the global need to find alternatives to fossil-derived plastics for both cosmetic",www.v-biotech.co,
vadiMAP,startup,,vadiMAP helps energy managers accelerate the decarbonation of multi-site tertiary company buildings with AI-powered online energy diagnostics.,https://www.vadimap.com,
Valenciennes Métropole,partner,,"Valenciennes Metropole is a gateway to Europe, within a 300 km radius at the heart of a market of 78 million consumers.

With a strong industrial culture and expertise, 30% of local jobs are in the industrial sector. Valenciennes ranks among the top five territories with the highest potential for reindustrialization.

Innovation is central to our economic development.  Valenciennes Metropole operates two innovation parks — one focused on digital technologies (Les Rives Créatives) and the other on sustainable mobility (Transalley) —The startups we are higlighting  at VivaTech perfectly illustrate the dynamism of our territory.
Valenciennes Metropole is ready  to take on the challenges of the future.
",https://www.valenciennes-metropole.fr/,
Validaitor,startup,,"VALIDAITOR is the All-in-one trustworthy AI platform that brings together AI testing, risk management and compliance automation in a single place. ",https://www.validaitor.com,
ValueCo,startup,France,"ValueCo integrates sustainability into valuation by delivering a transparent, anonymised ESG market view. Our SaaS aggregates internal extra-financial scores from asset managers to eliminate rating noise and capture the market's collective intelligence.",https://valuecometrics.com/en,
Vebo,startup,,"vebo° is a compact, clip-on electric assist module that transforms your standard bicycle into an e-bike in just one second. Attaching seamlessly to the front fork via a dedicated mount, it requires no wiring or sensors—simply snap it on and ride.",https://www.vebo.eco/,
Vector8,startup,France,"Own your AI to turn it into your own competitive edge. Vector8 guides financial services and insurance firms from strategy to real-world impact, delivering end-to-end scalable solutions and seamlessly integrating with existing systems for tangible value.",https://www.vector8.com,
Veltist,startup,,"Veltist is a medtech spin-off developing AnastoSEAL, a breakthrough surgical patch that seals and detects post-operative leaks. Combining bioresorbable materials with non-electronic sensing, it aims to set a new standard in post-surgical care.",http://veltist.com/,
VelyVelo - PICALEEV,startup,France,"VelyVelo: powering sustainable last-mile delivery with smart fleet and financing solutions. We offer full-service leasing of connected, insured, and maintained e-vehicles, enabling efficient, low-emission logistics.
",https://velyvelo.com/,
Verdikt,startup,,"The Sustainable IT platform - at the crossroads of CSR and IT - to assess and  monitor your impact on the planet, people, and profits.",https://verdikt.io,
VERGNET SA,startup,,"World expert in renewable energy for cyclone and remote areas, Vergnet designs, manufactures, installs and distributes renewable energy production solutions (wind, solar, hybrid). We operate in more than 50 countries and have 100 employees across 8 locations.",https://www.vergnet.com,
VeriCasa ,startup,,"Vericasa is transforming property transactions with its AI-driven platform, crafted to remove inefficiencies and streamline legal processes. Tailored for real estate agents and legal professionals, Vericasa automates document analysis.",www.vericasa.com,
VerifyWise,startup,,"​VerifyWise is an open-source AI governance platform. It's designed to help businesses manage AI responsibly by ensuring compliance with regulations like the EU AI Act, ISO 42001, and NIST AI RMF.",https://verifywise.ai,
Veristart,startup,,"Veristart prevents unauthorized use of construction equipment with a universal access control platform combining IoT hardware, mobile application, and cloud software—boosting security, safety, and efficiency across mixed fleets.",https://www.veristart.ca,
Verizon Business,partner,,"Verizon is a key global telecommunications leader and trusted technology partner across 150 countries, including France. 

We will be at VivaTech 2025 presenting how Verizon Business’ innovative solutions help the largest international companies to thrive on the market and stay more competitive.  Through cutting-edge solutions like Private 5G, High Density Networks, Managed Network Services (MNS), Cybersecurity Consulting Services and much more, Verizon Business enables businesses across diverse sectors — from banking and retail to manufacturing and energy — to innovate, transform, solve today’s technology challenges and prepare for tomorrow.",https://www.verizon.com/business/en-gb/,
Verley,startup,,"We are a French biotechnology company developing cutting-edge precision fermentation techniques, dedicated to take part in the environmental transition within the dairy production sector. 
",https://verley-food.com/,
VERNE AM,startup,,"With the STROM powder-bed fusion 3D printer, Verne AM is democratizing the printing of high-performance polymers (PEEK, PEKK), designed to replace metal for the medical, aerospace/defense, automotive, oil and gas sectors.",https://verne.am/,
Verso Concept,startup,,"Développer une plateforme digitale dédiée aux vétérinaires, permettant une analyse avancée de clichés radiologiques des animaux.  grâce à une technologie d’intelligence artificielle",http://ww.verso-vet.com,
VESTACLIM,startup,France,"Vestaclim is an eco-friendly cooling system designed for Haussmann-style homes. 
It integrates into the fireplace, cools and purifies air via an advanced adiabatic process, offering comfort with no installation works and preserving architectural heritage.",http://www.vestaclim.fr,
VIAI Technologies L.L.C ,startup,,"VIAI Technologies develops cutting-edge AI solutions, including smart glasses and personalized health AI agents, to enhance athletic performance, prevent injuries, and revolutionize real-time health monitoring in sports and healthcare.",https://www.viai.ae/,
Vianova,startup,,"Vianova transforms complex mobility data from 1M+ connected vehicles into actionable insights, enabling 150+ cities, operators, and enterprises to improve road safety, drive decarbonization, and shape the future of urban transport.
",https://www.vianova.io/,
Viapazon,startup,,"Le premier espace de collaboration documentaire interentreprises adossé à une dataroom.

Intégrez vos partenaires, organisez vos espaces, demandez, modifiez et signez des documents, assignez des tâches et diffusez la documentation sensible.",https://www.viapazon.com/,
VIBES,startup,France,"Vibes is a social app for the LGBTQ+ community to meet each other, connect authentically, and join inclusive events both online and offline. In less than 2 years, we gathered a community of +150K members across France. ",https://vibes.lgbt,
VIBRA NOVA,startup,,"At Vibra Nova, we believe that the next digital revolution will happen at our fingertips !
We bring touch to life on digital interfaces to transform our interactions with our environment, and make digital more efficient, natural and immersive.",https://www.vibra-nova.com,
Videns,startup,,"Chez Videns, nous contribuons à l’évolution des organisations par la valorisation des données et l’IA. Entreprise certifiée B Corp et Women Owned, Videns est l’alliée des organisations qui souhaitent façonner l’avenir avec l’IA de façon éthique et durable",https://www.videns.ai/,
Videobot,startup,,"Engagement like never before!

Modernize your customer journeys with interactive video experiences that captivate, convert, and inspire at every touchpoint. 

Videobot’s groundbreaking Video Experience Platform brings your brand into the video-centric era",https://www.videobot.com/,
VIDETICS,startup,,"VIDETICS conçoit des outils d’analyse vidéo par Intelligence Artificielle au travers de solutions logicielles spécifiques au monde de la sécurité et de la sûreté, dans le but d’identifier et mettre en évidence les éléments pour la prise de décision.",https://www.videtics.com,
VIGIDOMAINE by ONYL ROCKS,startup,,"Vigidomain, cybersecurity solution to fight typosquatting.",https://vigidomaine.fr/,
Vikit.ai,startup,France,Vikit provides a technology allowing companies to automate their video communication with AI.,https://vikit.ai,
Vikta,startup,,Plateforme collaborative de gestion de votre juridique. ,https://www.vikta.com,
Vinsighte Technology,startup,,"Visis is an AI-powered accessibility tool designed to help the visually impaired and persons living with ADHD and dyslexia to read printed, digital, and real-world text by converting it into immersive, adaptive audio for the user to listen to. ",https://www.vinsighte.com.ng,
VION,startup,,"VION is a smart nutrition system that delivers personalized daily supplement shots through a sleek, capsule-based device connected to a mobile app. By analyzing your health data and lifestyle, VION adapts your formula in real time bringing the best in you.",https://www.vionnutrition.com,
VionA,startup,,"VionA helps organizations make jobs more fun by eliminating repetitive tasks. We do this by combining our expertise in optimizing processes with technologies such as 
 RPA and AI agents. ",https://www.viona.nl,
VIPALI,startup,,"At Vipali, we turn prevention into action. Backed by a recognized scientific methodology, our health companion app empowers everyone to improve their well-being and gain healthy years through personalized, educational guidance.",https://www.vipali.com/,
VIRCLE,startup,,"VIRCLE helps global brands grow in Asia through customer-first retail experiences. We combine AI-powered CRM with real-time purchase data from on/offline shops. We've supported brands like Hoka, Lululemon, and Ader Error in building meaningful connection.",https://www.vircle.co.kr,
Virtual Taekwondo,partner,,,https://www.virtualtkd.gg,
Virtual Wander by Frezhman,startup,,"Frezhman is a creative agency specialising in visual merchandising, store design and interior design for the luxury and beauty industry in APAC. We're at Vivatech to present Virtual Wander, our concept for a 3D web experience.",https://virtual-wander.com,
Virtuosis AI,startup,,"Voice as a biomarker of our health: detect 25+ disorders from a single 30-second audio recording.

EPFL spinoff & Microsoft Startup of the Year 2023.",https://www.virtuosis.ai,
Viseur AI,startup,,"Viseur AI supports AI transformation in healthcare with an all-in-one, no-code AI development ecosystem (SaaS) for medical imaging, enabling professionals to build and use diagnostic and therapeutic.
",https://viseur.ai,
Visible Patient Lab,startup,,"Visible Patient Lab is an online medical images analysis laboratory providing 3D modeling of patient from in-house developed certified medical devices. These 3D models are used by surgeons, Big Pharma or by companies developing or using digital twin.",https://www.visiblepatient.com,
VISION INTELLIGENCE,startup,,"Viaim is developed by Vision Intelligence, founded by experienced AI experts. Driven by a passion for AI, the team continuously improves the product to enhance how people work and live, unlocking new possibilities for the future.",https://store.viaim.ai,
Visionaries777,startup,,"Create once, use everywhere: hyper-realistic 3D digital twins from CAD fuel real-time brand experiences and ai-powered product imagery. Produce unlimited photo shoots with ease.
",https://vz777.com,
Visionn'Air,startup,,"Visionn'Air Le Bloc connecté

Concilier conformité réglementaire, sécurité opérationnelle, et performance énergétique.",https://innovation.engie.com/fr/news/actus/smart-buildings/qualit-de-l-air-intrieur-les-solutions-innovantes-de-cylergie-1/339,
